Date,Time,Region,User Type,Consumption (kWh),Datetime,Time Category,Peak Hour
2024-01-13,18:00,East Zone,Commercial,1732,2024-01-13 18:00:00,Evening,Yes
2024-01-13,18:00,East Zone,Industrial,1127,2024-01-13 18:00:00,Evening,Yes
2024-01-13,00:00,West Zone,Residential,873,2024-01-13 00:00:00,Night,No
2024-01-13,00:00,West Zone,Commercial,1845,2024-01-13 00:00:00,Night,No
2024-01-13,00:00,West Zone,Industrial,417,2024-01-13 00:00:00,Night,No
2024-01-13,06:00,West Zone,Residential,242,2024-01-13 06:00:00,Morning,No
2024-01-13,06:00,West Zone,Commercial,1793,2024-01-13 06:00:00,Morning,No
2024-01-13,06:00,West Zone,Industrial,1002,2024-01-13 06:00:00,Morning,No
2024-01-13,12:00,West Zone,Residential,1375,2024-01-13 12:00:00,Afternoon,No
2024-01-13,12:00,West Zone,Commercial,751,2024-01-13 12:00:00,Afternoon,No
2024-01-13,12:00,West Zone,Industrial,1170,2024-01-13 12:00:00,Afternoon,No
2024-01-13,18:00,West Zone,Residential,807,2024-01-13 18:00:00,Evening,Yes
2024-01-13,18:00,West Zone,Commercial,1140,2024-01-13 18:00:00,Evening,Yes
2024-01-13,18:00,West Zone,Industrial,847,2024-01-13 18:00:00,Evening,Yes
2024-01-14,00:00,North Zone,Residential,1131,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,North Zone,Commercial,763,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,North Zone,Industrial,1731,2024-01-14 00:00:00,Night,No
2024-01-14,06:00,North Zone,Residential,1050,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,North Zone,Commercial,1175,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,North Zone,Industrial,1616,2024-01-14 06:00:00,Morning,No
2024-01-14,12:00,North Zone,Residential,1915,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,North Zone,Commercial,655,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,North Zone,Industrial,251,2024-01-14 12:00:00,Afternoon,No
2024-01-14,18:00,North Zone,Residential,1243,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,North Zone,Commercial,868,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,North Zone,Industrial,1129,2024-01-14 18:00:00,Evening,Yes
2024-01-14,00:00,South Zone,Residential,573,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,South Zone,Commercial,795,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,South Zone,Industrial,1596,2024-01-14 00:00:00,Night,No
2024-01-14,06:00,South Zone,Residential,1953,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,South Zone,Commercial,619,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,South Zone,Industrial,519,2024-01-14 06:00:00,Morning,No
2024-01-14,12:00,South Zone,Residential,441,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,South Zone,Commercial,1915,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,South Zone,Industrial,1088,2024-01-14 12:00:00,Afternoon,No
2024-01-14,18:00,South Zone,Residential,678,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,South Zone,Commercial,438,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,South Zone,Industrial,1269,2024-01-14 18:00:00,Evening,Yes
2024-01-14,00:00,East Zone,Residential,514,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,East Zone,Commercial,212,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,East Zone,Industrial,1827,2024-01-14 00:00:00,Night,No
2024-01-14,06:00,East Zone,Residential,1857,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,East Zone,Commercial,698,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,East Zone,Industrial,267,2024-01-14 06:00:00,Morning,No
2024-01-14,12:00,East Zone,Residential,1557,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,East Zone,Commercial,780,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,East Zone,Industrial,1382,2024-01-14 12:00:00,Afternoon,No
2024-01-14,18:00,East Zone,Residential,337,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,East Zone,Commercial,611,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,East Zone,Industrial,368,2024-01-14 18:00:00,Evening,Yes
2024-01-14,00:00,West Zone,Residential,862,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,West Zone,Commercial,534,2024-01-14 00:00:00,Night,No
2024-01-14,00:00,West Zone,Industrial,704,2024-01-14 00:00:00,Night,No
2024-01-14,06:00,West Zone,Residential,1613,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,West Zone,Commercial,1921,2024-01-14 06:00:00,Morning,No
2024-01-14,06:00,West Zone,Industrial,1906,2024-01-14 06:00:00,Morning,No
2024-01-14,12:00,West Zone,Residential,953,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,West Zone,Commercial,1844,2024-01-14 12:00:00,Afternoon,No
2024-01-14,12:00,West Zone,Industrial,1308,2024-01-14 12:00:00,Afternoon,No
2024-01-14,18:00,West Zone,Residential,440,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,West Zone,Commercial,482,2024-01-14 18:00:00,Evening,Yes
2024-01-14,18:00,West Zone,Industrial,615,2024-01-14 18:00:00,Evening,Yes
2024-01-15,00:00,North Zone,Residential,1605,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,North Zone,Commercial,518,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,North Zone,Industrial,1865,2024-01-15 00:00:00,Night,No
2024-01-15,06:00,North Zone,Residential,1956,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,North Zone,Commercial,845,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,North Zone,Industrial,1838,2024-01-15 06:00:00,Morning,No
2024-01-15,12:00,North Zone,Residential,1493,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,North Zone,Commercial,698,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,North Zone,Industrial,193,2024-01-15 12:00:00,Afternoon,No
2024-01-15,18:00,North Zone,Residential,1764,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,North Zone,Commercial,1312,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,North Zone,Industrial,1609,2024-01-15 18:00:00,Evening,Yes
2024-01-15,00:00,South Zone,Residential,1522,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,South Zone,Commercial,1567,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,South Zone,Industrial,387,2024-01-15 00:00:00,Night,No
2024-01-15,06:00,South Zone,Residential,435,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,South Zone,Commercial,629,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,South Zone,Industrial,1082,2024-01-15 06:00:00,Morning,No
2024-01-15,12:00,South Zone,Residential,917,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,South Zone,Commercial,861,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,South Zone,Industrial,420,2024-01-15 12:00:00,Afternoon,No
2024-01-15,18:00,South Zone,Residential,1864,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,South Zone,Commercial,1318,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,South Zone,Industrial,1564,2024-01-15 18:00:00,Evening,Yes
2024-01-15,00:00,East Zone,Residential,1517,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,East Zone,Commercial,1800,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,East Zone,Industrial,762,2024-01-15 00:00:00,Night,No
2024-01-15,06:00,East Zone,Residential,532,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,East Zone,Commercial,1720,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,East Zone,Industrial,1424,2024-01-15 06:00:00,Morning,No
2024-01-15,12:00,East Zone,Residential,1326,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,East Zone,Commercial,1940,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,East Zone,Industrial,801,2024-01-15 12:00:00,Afternoon,No
2024-01-15,18:00,East Zone,Residential,1359,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,East Zone,Commercial,475,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,East Zone,Industrial,1941,2024-01-15 18:00:00,Evening,Yes
2024-01-15,00:00,West Zone,Residential,773,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,West Zone,Commercial,893,2024-01-15 00:00:00,Night,No
2024-01-15,00:00,West Zone,Industrial,1364,2024-01-15 00:00:00,Night,No
2024-01-15,06:00,West Zone,Residential,390,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,West Zone,Commercial,870,2024-01-15 06:00:00,Morning,No
2024-01-15,06:00,West Zone,Industrial,1167,2024-01-15 06:00:00,Morning,No
2024-01-15,12:00,West Zone,Residential,937,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,West Zone,Commercial,1271,2024-01-15 12:00:00,Afternoon,No
2024-01-15,12:00,West Zone,Industrial,552,2024-01-15 12:00:00,Afternoon,No
2024-01-15,18:00,West Zone,Residential,1013,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,West Zone,Commercial,1717,2024-01-15 18:00:00,Evening,Yes
2024-01-15,18:00,West Zone,Industrial,1074,2024-01-15 18:00:00,Evening,Yes
2024-01-16,00:00,North Zone,Residential,1280,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,North Zone,Commercial,982,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,North Zone,Industrial,321,2024-01-16 00:00:00,Night,No
2024-01-16,06:00,North Zone,Residential,1241,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,North Zone,Commercial,927,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,North Zone,Industrial,502,2024-01-16 06:00:00,Morning,No
2024-01-16,12:00,North Zone,Residential,646,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,North Zone,Commercial,267,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,North Zone,Industrial,1676,2024-01-16 12:00:00,Afternoon,No
2024-01-16,18:00,North Zone,Residential,1425,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,North Zone,Commercial,1666,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,North Zone,Industrial,1477,2024-01-16 18:00:00,Evening,Yes
2024-01-16,00:00,South Zone,Residential,531,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,South Zone,Commercial,1455,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,South Zone,Industrial,489,2024-01-16 00:00:00,Night,No
2024-01-16,06:00,South Zone,Residential,1852,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,South Zone,Commercial,106,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,South Zone,Industrial,506,2024-01-16 06:00:00,Morning,No
2024-01-16,12:00,South Zone,Residential,1095,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,South Zone,Commercial,1707,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,South Zone,Industrial,657,2024-01-16 12:00:00,Afternoon,No
2024-01-16,18:00,South Zone,Residential,1355,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,South Zone,Commercial,1899,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,South Zone,Industrial,279,2024-01-16 18:00:00,Evening,Yes
2024-01-16,00:00,East Zone,Residential,1287,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,East Zone,Commercial,1150,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,East Zone,Industrial,322,2024-01-16 00:00:00,Night,No
2024-01-16,06:00,East Zone,Residential,138,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,East Zone,Commercial,678,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,East Zone,Industrial,311,2024-01-16 06:00:00,Morning,No
2024-01-16,12:00,East Zone,Residential,1082,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,East Zone,Commercial,1017,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,East Zone,Industrial,1128,2024-01-16 12:00:00,Afternoon,No
2024-01-16,18:00,East Zone,Residential,1799,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,East Zone,Commercial,698,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,East Zone,Industrial,1590,2024-01-16 18:00:00,Evening,Yes
2024-01-16,00:00,West Zone,Residential,1879,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,West Zone,Commercial,785,2024-01-16 00:00:00,Night,No
2024-01-16,00:00,West Zone,Industrial,634,2024-01-16 00:00:00,Night,No
2024-01-16,06:00,West Zone,Residential,306,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,West Zone,Commercial,306,2024-01-16 06:00:00,Morning,No
2024-01-16,06:00,West Zone,Industrial,636,2024-01-16 06:00:00,Morning,No
2024-01-16,12:00,West Zone,Residential,1063,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,West Zone,Commercial,1849,2024-01-16 12:00:00,Afternoon,No
2024-01-16,12:00,West Zone,Industrial,675,2024-01-16 12:00:00,Afternoon,No
2024-01-16,18:00,West Zone,Residential,237,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,West Zone,Commercial,1286,2024-01-16 18:00:00,Evening,Yes
2024-01-16,18:00,West Zone,Industrial,1627,2024-01-16 18:00:00,Evening,Yes
2024-01-17,00:00,North Zone,Residential,224,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,North Zone,Commercial,1455,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,North Zone,Industrial,205,2024-01-17 00:00:00,Night,No
2024-01-17,06:00,North Zone,Residential,738,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,North Zone,Commercial,1285,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,North Zone,Industrial,345,2024-01-17 06:00:00,Morning,No
2024-01-17,12:00,North Zone,Residential,1282,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,North Zone,Commercial,970,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,North Zone,Industrial,285,2024-01-17 12:00:00,Afternoon,No
2024-01-17,18:00,North Zone,Residential,1199,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,North Zone,Commercial,220,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,North Zone,Industrial,1891,2024-01-17 18:00:00,Evening,Yes
2024-01-17,00:00,South Zone,Residential,1764,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,South Zone,Commercial,1926,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,South Zone,Industrial,1232,2024-01-17 00:00:00,Night,No
2024-01-17,06:00,South Zone,Residential,1091,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,South Zone,Commercial,716,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,South Zone,Industrial,853,2024-01-17 06:00:00,Morning,No
2024-01-17,12:00,South Zone,Residential,1795,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,South Zone,Commercial,1285,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,South Zone,Industrial,1127,2024-01-17 12:00:00,Afternoon,No
2024-01-17,18:00,South Zone,Residential,390,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,South Zone,Commercial,1759,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,South Zone,Industrial,1203,2024-01-17 18:00:00,Evening,Yes
2024-01-17,00:00,East Zone,Residential,854,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,East Zone,Commercial,746,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,East Zone,Industrial,1316,2024-01-17 00:00:00,Night,No
2024-01-17,06:00,East Zone,Residential,1856,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,East Zone,Commercial,1092,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,East Zone,Industrial,171,2024-01-17 06:00:00,Morning,No
2024-01-17,12:00,East Zone,Residential,1589,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,East Zone,Commercial,221,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,East Zone,Industrial,114,2024-01-17 12:00:00,Afternoon,No
2024-01-17,18:00,East Zone,Residential,576,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,East Zone,Commercial,324,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,East Zone,Industrial,271,2024-01-17 18:00:00,Evening,Yes
2024-01-17,00:00,West Zone,Residential,665,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,West Zone,Commercial,474,2024-01-17 00:00:00,Night,No
2024-01-17,00:00,West Zone,Industrial,809,2024-01-17 00:00:00,Night,No
2024-01-17,06:00,West Zone,Residential,1577,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,West Zone,Commercial,1487,2024-01-17 06:00:00,Morning,No
2024-01-17,06:00,West Zone,Industrial,918,2024-01-17 06:00:00,Morning,No
2024-01-17,12:00,West Zone,Residential,541,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,West Zone,Commercial,822,2024-01-17 12:00:00,Afternoon,No
2024-01-17,12:00,West Zone,Industrial,1480,2024-01-17 12:00:00,Afternoon,No
2024-01-17,18:00,West Zone,Residential,422,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,West Zone,Commercial,538,2024-01-17 18:00:00,Evening,Yes
2024-01-17,18:00,West Zone,Industrial,540,2024-01-17 18:00:00,Evening,Yes
2024-01-18,00:00,North Zone,Residential,912,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,North Zone,Commercial,492,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,North Zone,Industrial,668,2024-01-18 00:00:00,Night,No
2024-01-18,06:00,North Zone,Residential,101,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,North Zone,Commercial,883,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,North Zone,Industrial,1320,2024-01-18 06:00:00,Morning,No
2024-01-18,12:00,North Zone,Residential,365,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,North Zone,Commercial,1540,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,North Zone,Industrial,1539,2024-01-18 12:00:00,Afternoon,No
2024-01-18,18:00,North Zone,Residential,437,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,North Zone,Commercial,1503,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,North Zone,Industrial,831,2024-01-18 18:00:00,Evening,Yes
2024-01-18,00:00,South Zone,Residential,352,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,South Zone,Commercial,1300,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,South Zone,Industrial,1122,2024-01-18 00:00:00,Night,No
2024-01-18,06:00,South Zone,Residential,966,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,South Zone,Commercial,1174,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,South Zone,Industrial,1313,2024-01-18 06:00:00,Morning,No
2024-01-18,12:00,South Zone,Residential,1808,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,South Zone,Commercial,142,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,South Zone,Industrial,1501,2024-01-18 12:00:00,Afternoon,No
2024-01-18,18:00,South Zone,Residential,861,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,South Zone,Commercial,708,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,South Zone,Industrial,1042,2024-01-18 18:00:00,Evening,Yes
2024-01-18,00:00,East Zone,Residential,764,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,East Zone,Commercial,1944,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,East Zone,Industrial,269,2024-01-18 00:00:00,Night,No
2024-01-18,06:00,East Zone,Residential,902,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,East Zone,Commercial,1218,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,East Zone,Industrial,1129,2024-01-18 06:00:00,Morning,No
2024-01-18,12:00,East Zone,Residential,616,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,East Zone,Commercial,291,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,East Zone,Industrial,185,2024-01-18 12:00:00,Afternoon,No
2024-01-18,18:00,East Zone,Residential,548,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,East Zone,Commercial,1904,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,East Zone,Industrial,218,2024-01-18 18:00:00,Evening,Yes
2024-01-18,00:00,West Zone,Residential,490,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,West Zone,Commercial,554,2024-01-18 00:00:00,Night,No
2024-01-18,00:00,West Zone,Industrial,1009,2024-01-18 00:00:00,Night,No
2024-01-18,06:00,West Zone,Residential,1409,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,West Zone,Commercial,603,2024-01-18 06:00:00,Morning,No
2024-01-18,06:00,West Zone,Industrial,106,2024-01-18 06:00:00,Morning,No
2024-01-18,12:00,West Zone,Residential,435,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,West Zone,Commercial,1822,2024-01-18 12:00:00,Afternoon,No
2024-01-18,12:00,West Zone,Industrial,347,2024-01-18 12:00:00,Afternoon,No
2024-01-18,18:00,West Zone,Residential,1555,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,West Zone,Commercial,1565,2024-01-18 18:00:00,Evening,Yes
2024-01-18,18:00,West Zone,Industrial,1602,2024-01-18 18:00:00,Evening,Yes
2024-01-19,00:00,North Zone,Residential,1102,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,North Zone,Commercial,1289,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,North Zone,Industrial,333,2024-01-19 00:00:00,Night,No
2024-01-19,06:00,North Zone,Residential,387,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,North Zone,Commercial,1215,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,North Zone,Industrial,1431,2024-01-19 06:00:00,Morning,No
2024-01-19,12:00,North Zone,Residential,839,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,North Zone,Commercial,564,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,North Zone,Industrial,1691,2024-01-19 12:00:00,Afternoon,No
2024-01-19,18:00,North Zone,Residential,1752,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,North Zone,Commercial,260,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,North Zone,Industrial,1012,2024-01-19 18:00:00,Evening,Yes
2024-01-19,00:00,South Zone,Residential,1181,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,South Zone,Commercial,1929,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,South Zone,Industrial,1828,2024-01-19 00:00:00,Night,No
2024-01-19,06:00,South Zone,Residential,1458,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,South Zone,Commercial,1051,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,South Zone,Industrial,324,2024-01-19 06:00:00,Morning,No
2024-01-19,12:00,South Zone,Residential,500,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,South Zone,Commercial,1634,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,South Zone,Industrial,1035,2024-01-19 12:00:00,Afternoon,No
2024-01-19,18:00,South Zone,Residential,409,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,South Zone,Commercial,1896,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,South Zone,Industrial,943,2024-01-19 18:00:00,Evening,Yes
2024-01-19,00:00,East Zone,Residential,1374,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,East Zone,Commercial,1624,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,East Zone,Industrial,1069,2024-01-19 00:00:00,Night,No
2024-01-19,06:00,East Zone,Residential,202,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,East Zone,Commercial,1782,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,East Zone,Industrial,1028,2024-01-19 06:00:00,Morning,No
2024-01-19,12:00,East Zone,Residential,1056,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,East Zone,Commercial,797,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,East Zone,Industrial,1447,2024-01-19 12:00:00,Afternoon,No
2024-01-19,18:00,East Zone,Residential,1703,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,East Zone,Commercial,1174,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,East Zone,Industrial,1513,2024-01-19 18:00:00,Evening,Yes
2024-01-19,00:00,West Zone,Residential,825,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,West Zone,Commercial,1016,2024-01-19 00:00:00,Night,No
2024-01-19,00:00,West Zone,Industrial,461,2024-01-19 00:00:00,Night,No
2024-01-19,06:00,West Zone,Residential,1048,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,West Zone,Commercial,873,2024-01-19 06:00:00,Morning,No
2024-01-19,06:00,West Zone,Industrial,1091,2024-01-19 06:00:00,Morning,No
2024-01-19,12:00,West Zone,Residential,1683,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,West Zone,Commercial,1284,2024-01-19 12:00:00,Afternoon,No
2024-01-19,12:00,West Zone,Industrial,1152,2024-01-19 12:00:00,Afternoon,No
2024-01-19,18:00,West Zone,Residential,764,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,West Zone,Commercial,1249,2024-01-19 18:00:00,Evening,Yes
2024-01-19,18:00,West Zone,Industrial,569,2024-01-19 18:00:00,Evening,Yes
2024-01-20,00:00,North Zone,Residential,953,2024-01-20 00:00:00,Night,No
2024-01-20,00:00,North Zone,Commercial,975,2024-01-20 00:00:00,Night,No
2024-01-20,00:00,North Zone,Industrial,1979,2024-01-20 00:00:00,Night,No
2024-01-20,06:00,North Zone,Residential,239,2024-01-20 06:00:00,Morning,No
2024-01-20,06:00,North Zone,Commercial,1271,2024-01-20 06:00:00,Morning,No
2024-01-20,06:00,North Zone,Industrial,1070,2024-01-20 06:00:00,Morning,No
2024-01-20,12:00,North Zone,Residential,1565,2024-01-20 12:00:00,Afternoon,No
2024-01-20,12:00,North Zone,Commercial,1193,2024-01-20 12:00:00,Afternoon,No
2024-01-20,12:00,North Zone,Industrial,1025,2024-01-20 12:00:00,Afternoon,No
2024-01-20,18:00,North Zone,Residential,1797,2024-01-20 18:00:00,Evening,Yes
2024-01-20,18:00,North Zone,Commercial,1631,2024-01-20 18:00:00,Evening,Yes
2024-01-20,18:00,North Zone,Industrial,808,2024-01-20 18:00:00,Evening,Yes
2024-01-20,00:00,South Zone,Residential,553,2024-01-20 00:00:00,Night,No
2024-01-20,00:00,South Zone,Commercial,1858,2024-01-20 00:00:00,Night,No
2024-01-20,00:00,South Zone,Industrial,1276,2024-01-20 00:00:00,Night,No
2024-01-20,06:00,South Zone,Residential,178,2024-01-20 06:00:00,Morning,No
2024-01-20,06:00,South Zone,Commercial,1920,2024-01-20 06:00:00,Morning,No
2024-01-20,06:00,South Zone,Industrial,1751,2024-01-20 06:00:00,Morning,No
2024-01-20,12:00,South Zone,Residential,1595,2024-01-20 12:00:00,Afternoon,No
2024-01-20,12:00,South Zone,Commercial,715,2024-01-20 12:00:00,Afternoon,No
2024-01-20,12:00,South Zone,Industrial,541,2024-01-20 12:00:00,Afternoon,No
2024-01-20,18:00,South Zone,Residential,1495,2024-01-20 18:00:00,Evening,Yes
2024-01-20,18:00,South Zone,Commercial,741,2024-01-20 18:00:00,Evening,Yes
